index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
2084.0,28,5,308493,11,9,6,6,5,1,1,0,0,17,21,0
2085.0,37,0,49115,0,14,6,4,0,1,0,0,0,60,22,1
2086.0,51,7,208302,12,12,6,5,0,1,0,0,0,38,22,1
2087.0,25,0,304032,11,9,3,10,3,1,0,0,0,36,22,0
2088.0,31,8,207301,11,9,6,10,5,1,1,0,0,40,22,1
2089.0,37,0,123211,11,9,6,7,0,1,0,0,0,44,22,1
2090.0,42,0,33521,12,12,6,5,0,1,0,0,0,45,22,1
2091.0,29,5,410351,7,13,3,6,4,1,0,0,0,40,22,0
2092.0,35,0,410034,14,10,1,5,4,1,0,0,0,50,22,0
2093.0,51,0,175339,7,13,6,5,0,1,0,0,0,47,22,1
2094.0,22,5,27937,14,10,3,6,3,1,0,0,0,36,22,0
2095.0,49,0,168211,14,10,6,12,0,1,0,0,1485,40,22,1
2096.0,26,0,125680,7,13,3,2,4,4,0,0,0,16,13,0
2097.0,56,4,160829,11,9,1,10,4,1,1,0,0,46,22,0
2098.0,52,0,266529,14,10,6,2,0,1,0,0,0,45,22,1
2099.0,61,6,115023,0,14,6,12,0,1,0,0,0,4,39,0
2100.0,47,3,224149,7,13,1,4,4,1,1,0,0,40,22,1
2101.0,52,0,150930,15,11,6,12,0,1,0,0,0,40,22,0
2102.0,30,0,343699,11,9,1,12,1,1,1,0,0,40,22,0
2103.0,43,7,172826,14,10,6,5,0,1,0,99999,0,55,22,1
2104.0,35,0,163392,14,10,6,0,0,4,0,0,0,40,39,0
2105.0,17,5,103810,9,8,3,6,3,1,0,0,0,40,22,0
2106.0,42,0,213821,11,9,6,12,0,1,0,0,1887,40,22,1
2107.0,26,0,211265,14,10,4,12,2,3,1,0,0,35,41,0
2108.0,58,4,160586,11,9,6,8,0,1,0,0,0,40,22,0
2109.0,66,0,146454,14,10,6,5,0,1,0,5556,0,40,22,1
2110.0,30,0,203277,11,9,6,1,0,1,0,0,0,60,22,1
2111.0,46,0,309895,14,10,0,10,1,1,1,0,0,40,22,0
2112.0,45,0,26522,14,10,6,10,5,1,1,0,1902,35,22,1
2113.0,57,0,103809,11,9,3,5,1,1,1,0,0,40,22,0
2114.0,25,0,90291,7,13,3,4,3,1,0,0,0,40,22,0
2115.0,21,3,181761,14,10,3,13,3,1,1,0,0,10,22,0
2116.0,37,0,35330,11,9,1,12,4,1,0,0,1669,55,22,0
2117.0,45,4,135776,0,14,1,2,4,1,1,0,0,30,22,0
2118.0,61,5,188172,13,16,2,6,4,1,1,0,0,5,22,0
2119.0,39,0,179579,11,9,3,12,3,1,0,0,0,40,22,0
2120.0,42,0,193626,11,9,6,10,5,1,1,0,0,53,22,0
2121.0,20,0,108887,11,9,3,9,3,1,1,0,0,40,22,0
2122.0,23,0,199070,11,9,3,1,3,3,0,0,0,16,22,0
2123.0,25,0,441591,7,13,3,13,3,1,0,0,0,40,22,0
2124.0,47,0,185254,2,3,3,3,3,1,1,0,0,40,40,0
2125.0,24,0,109307,11,9,3,5,3,1,0,0,0,45,22,0
2126.0,20,5,81853,14,10,3,6,3,4,1,0,0,15,22,0
2127.0,35,0,23621,11,9,3,12,4,1,0,0,0,70,22,0
2128.0,44,4,145178,11,9,6,7,5,3,1,0,0,38,37,1
2129.0,47,3,30575,14,10,6,2,0,1,0,0,0,50,22,0
2130.0,28,3,130620,5,7,0,10,1,4,1,0,0,40,32,0
2131.0,41,4,22155,0,14,1,2,1,1,1,0,0,60,22,0
2132.0,31,0,106437,11,9,3,10,4,1,1,0,0,40,22,0
2133.0,27,0,79787,0,14,3,4,4,1,1,0,0,25,22,0
2134.0,47,0,326857,15,11,6,12,0,1,0,5013,0,40,22,0
2135.0,44,0,81853,11,9,3,5,4,4,1,0,0,40,22,0
2136.0,61,0,120933,14,10,3,3,4,1,1,0,0,40,22,0
2137.0,42,8,153143,14,10,1,10,2,1,1,0,0,40,23,0
2138.0,46,0,27669,11,9,3,7,4,1,1,0,0,28,22,0
2139.0,46,0,105444,7,13,6,4,0,1,0,0,0,50,22,1
2140.0,54,4,169785,0,14,2,2,1,1,1,0,0,38,22,0
2141.0,49,0,122493,11,9,2,13,1,1,0,0,0,40,22,0
2142.0,56,4,242670,14,10,2,10,1,1,1,0,0,40,22,0
2143.0,52,0,54933,0,14,1,2,3,1,1,0,0,40,22,0
2144.0,34,0,209317,11,9,6,0,0,1,0,0,0,40,23,0
2145.0,25,6,282631,11,9,6,12,0,1,0,0,0,40,22,0
2146.0,18,0,98044,5,7,3,2,3,1,1,0,0,40,22,0
2147.0,58,0,187487,11,9,6,9,0,1,0,0,0,40,22,0
2148.0,31,3,60186,7,13,1,2,4,1,0,0,0,40,22,0
2149.0,29,0,75648,14,10,6,12,0,1,0,0,0,55,22,0
2150.0,28,0,201175,5,7,3,9,4,3,0,0,0,40,22,0
2151.0,30,0,19302,14,10,3,10,4,1,0,0,0,48,22,0
2152.0,21,5,300812,14,10,3,6,3,1,0,0,0,30,22,0
2153.0,44,0,146659,0,14,6,2,0,1,0,0,1887,35,22,1
2154.0,75,0,101887,8,6,2,3,4,1,1,0,0,70,22,0
2155.0,66,5,117778,5,7,6,6,0,1,0,0,0,40,22,0
2156.0,26,0,60726,14,10,6,12,0,3,0,0,0,40,22,0
2157.0,33,7,201763,7,13,6,5,0,1,0,0,0,50,22,1
2158.0,57,7,119253,0,14,6,5,0,1,0,15024,0,65,22,1
2159.0,47,6,121124,2,3,6,5,0,1,0,0,0,55,1,1
2160.0,41,0,220132,11,9,6,4,0,1,0,7298,0,40,22,1
2161.0,21,0,60639,14,10,3,7,4,1,1,0,0,37,22,0
2162.0,17,0,195262,5,7,3,12,3,1,0,0,0,17,22,0
2163.0,61,5,113544,7,13,6,6,0,1,0,0,0,55,22,0
2164.0,47,5,331650,11,9,6,6,5,1,1,0,0,8,22,1
2165.0,22,0,100587,14,10,3,7,3,3,1,0,0,15,22,0
2166.0,47,0,298130,11,9,6,5,0,1,0,0,0,40,22,0
2167.0,45,0,242391,7,13,6,4,0,1,0,0,0,40,22,1
2168.0,32,6,197867,15,11,1,5,1,1,0,0,0,50,22,0
2169.0,59,0,151977,8,6,0,3,4,3,1,0,0,30,22,0
2170.0,38,0,277347,11,9,6,12,0,1,0,0,0,50,22,0
2171.0,33,0,125249,11,9,0,1,3,1,1,0,0,40,22,0
2172.0,41,0,222142,11,9,6,9,0,1,0,0,0,40,22,0
2173.0,51,0,270194,4,5,6,0,0,1,0,0,0,40,22,0
2174.0,42,0,169995,11,9,6,5,0,1,0,0,0,48,22,0
2175.0,27,0,359155,7,13,6,2,5,1,1,0,0,40,22,1
2176.0,60,0,123992,14,10,6,12,0,1,0,0,0,45,22,0
2177.0,64,4,266080,11,9,1,10,4,1,1,0,0,35,22,0
2178.0,37,0,201531,12,12,6,9,0,1,0,0,0,40,22,1
2179.0,54,6,179704,7,13,6,4,0,1,0,0,0,45,22,1
2180.0,36,0,393673,12,12,6,4,5,1,1,0,0,50,22,1
2181.0,34,0,244147,7,13,6,2,0,1,0,0,0,40,39,1
2182.0,41,6,438696,0,14,1,5,1,1,0,0,0,5,22,1
2183.0,35,6,207568,6,4,6,8,0,1,0,0,0,75,22,0
2184.0,63,7,54052,0,14,6,5,0,1,0,0,0,68,22,1
2185.0,46,0,187581,11,9,1,12,2,1,0,0,0,40,22,0
2186.0,47,6,77102,0,14,1,2,4,1,0,0,0,40,22,0
2187.0,24,0,353010,7,13,3,9,4,1,0,0,0,65,22,0
2188.0,29,0,54131,14,10,3,5,4,1,0,0,0,30,22,0
2189.0,74,8,39890,14,10,2,0,4,1,1,0,0,18,22,0
2190.0,50,0,156877,5,7,6,0,0,1,0,0,0,70,22,1
2191.0,22,0,355686,14,10,3,10,4,1,1,0,0,40,22,0
2192.0,48,0,300168,9,8,0,10,3,3,1,0,0,40,22,0
2193.0,30,0,488720,4,5,6,14,2,1,0,0,0,40,31,0
2194.0,32,0,157287,7,13,6,5,0,1,0,0,0,40,22,0
2195.0,39,0,184659,11,9,6,9,0,1,0,0,0,40,22,0
2196.0,49,0,214169,14,10,6,12,0,1,0,0,0,40,22,1
2197.0,25,0,192149,7,13,3,10,3,1,1,0,0,40,22,0
2198.0,50,0,137253,7,13,6,10,5,1,1,0,0,40,22,1
2199.0,44,0,373050,11,9,6,0,0,1,0,0,0,40,22,0
2200.0,65,0,90377,15,11,6,8,0,1,0,6767,0,60,22,0
2201.0,28,8,183151,12,12,6,10,0,1,0,0,0,60,22,0
2202.0,55,0,227158,7,13,2,10,1,1,1,0,0,40,22,0
2203.0,49,4,34021,7,13,3,2,3,1,1,0,0,50,22,0
2204.0,31,0,165148,11,9,0,4,1,1,1,0,0,12,22,0
2205.0,47,0,211668,11,9,6,9,5,3,1,0,0,40,22,1
2206.0,45,0,358886,11,9,6,0,0,1,0,0,0,40,22,1
2207.0,35,0,47707,11,9,3,7,4,3,1,0,0,40,22,0
2208.0,34,6,306982,7,13,6,5,0,4,0,0,0,60,17,0
2209.0,49,4,52590,11,9,2,1,4,3,0,0,0,40,22,0
2210.0,39,5,179352,14,10,1,6,4,1,1,0,0,35,22,0
2211.0,27,0,158156,11,9,3,7,4,1,1,0,0,42,22,0
2212.0,42,0,70055,11,9,6,14,0,1,0,0,0,40,22,0
2213.0,60,5,131852,2,3,6,6,0,1,0,0,0,30,22,1
2214.0,64,6,177825,11,9,3,7,4,1,0,1055,0,40,22,0
2215.0,33,0,127215,14,10,6,5,0,1,0,0,0,48,22,1
2216.0,23,0,175183,14,10,3,10,4,1,1,0,0,40,22,0
2217.0,45,0,142287,0,14,6,4,0,1,0,0,0,50,22,1
2218.0,34,0,221324,11,9,3,9,1,3,1,0,0,40,22,0
2219.0,53,0,227602,11,9,1,5,4,1,1,0,0,37,31,0
2220.0,22,0,228452,8,6,3,12,4,1,0,0,0,30,22,0
2221.0,57,3,39380,11,9,0,7,4,1,1,0,0,35,22,0
2222.0,20,5,96862,14,10,3,6,3,1,1,0,0,8,22,0
2223.0,23,0,336360,6,4,3,12,3,3,0,0,0,40,22,0
2224.0,31,0,257644,5,7,3,0,1,1,0,0,0,40,22,0
2225.0,23,3,235853,7,13,3,13,4,1,0,0,0,22,22,0
2226.0,30,0,270577,11,9,0,10,1,1,1,0,0,40,22,0
2227.0,32,4,222900,7,13,0,2,4,1,1,0,0,50,22,1
2228.0,42,0,99254,12,12,6,10,5,3,1,0,0,40,22,1
2229.0,51,0,224763,6,4,6,0,0,1,0,0,0,40,15,0
2230.0,59,6,174056,7,13,6,5,0,1,0,15024,0,40,22,1
2231.0,36,0,127306,7,13,3,4,3,1,1,0,0,40,22,0
2232.0,45,0,339506,11,9,3,5,4,3,0,0,0,40,22,0
2233.0,35,0,178322,15,11,6,5,0,1,0,0,0,50,0,1
2234.0,33,0,189843,6,4,6,9,0,1,0,0,0,40,22,0
2235.0,43,0,160815,15,11,1,2,1,1,1,0,0,40,22,0
2236.0,60,0,207665,11,9,6,13,5,1,1,0,0,40,22,1
2237.0,37,3,160402,7,13,6,2,0,1,0,0,0,55,22,1
2238.0,35,0,170263,14,10,3,13,1,1,1,0,0,40,22,0
2239.0,36,0,184659,14,10,6,10,0,1,0,0,0,52,22,0
2240.0,38,8,338320,10,15,6,2,0,1,0,0,1977,50,22,1
2241.0,54,0,101017,6,4,6,12,0,1,0,0,0,40,22,0
2242.0,51,0,204322,15,11,6,14,0,1,0,0,0,40,22,1
2243.0,45,0,241350,12,12,6,12,0,1,0,0,0,45,22,1
2244.0,63,8,217994,14,10,1,4,1,1,1,0,0,40,22,0
2245.0,51,0,128143,14,10,6,12,0,1,0,0,0,40,22,1
2246.0,58,6,164065,0,14,1,5,4,1,0,0,0,18,22,0
2247.0,64,4,78866,11,9,1,10,4,1,1,0,0,40,22,0
2248.0,20,0,236769,14,10,3,14,3,1,0,0,0,40,22,0
2249.0,44,8,239539,7,13,6,10,0,4,0,0,0,40,20,1
2250.0,39,0,34028,7,13,1,4,1,1,1,0,0,48,22,0
2251.0,45,3,207847,14,10,3,10,1,1,1,0,0,40,22,0
2252.0,44,0,175935,13,16,6,10,0,1,0,0,0,55,22,1
2253.0,22,8,218445,14,10,3,4,4,1,1,0,0,40,22,0
2254.0,63,7,215833,11,9,6,4,0,1,0,0,0,40,22,1
2255.0,26,0,156976,15,11,0,7,4,3,0,0,0,40,22,0
2256.0,42,6,220647,7,13,6,8,0,1,0,0,0,45,22,0
2257.0,20,0,218343,11,9,3,7,3,1,1,0,0,25,22,0
2258.0,29,0,241431,0,14,6,5,0,1,0,7298,0,40,22,1
2259.0,38,4,123983,7,13,3,4,1,4,0,0,1741,40,28,0
2260.0,25,0,73289,11,9,3,0,3,1,0,0,0,40,22,0
2261.0,27,0,408623,7,13,6,12,2,1,0,0,0,50,22,0
2262.0,46,0,169180,15,11,1,10,4,1,1,0,0,40,22,0
2263.0,31,0,54929,14,10,1,12,4,1,0,0,0,60,22,0
2264.0,24,0,306779,15,11,3,4,3,1,0,0,0,35,22,0
2265.0,43,0,159549,14,10,6,5,0,1,0,0,0,50,22,1
2266.0,23,0,482082,9,8,3,9,3,1,0,0,0,21,31,0
2267.0,32,4,286101,11,9,3,0,1,3,1,0,0,37,22,0
2268.0,44,0,167955,11,9,6,12,0,1,0,0,0,40,26,0
2269.0,40,6,209040,7,13,6,5,0,1,0,0,0,40,22,0
2270.0,38,0,105017,11,9,1,12,1,1,0,0,0,40,22,0
2271.0,23,0,27776,15,11,3,9,4,1,0,0,0,40,22,0
2272.0,19,0,242941,14,10,3,5,3,1,1,0,1602,10,22,0
2273.0,41,0,118853,14,10,6,5,0,1,0,0,0,40,22,0
2274.0,48,0,119565,11,9,6,12,0,1,0,0,0,40,22,0
2275.0,23,0,196827,14,10,6,9,0,1,0,0,1902,40,22,0
2276.0,47,0,275361,12,12,2,7,3,1,1,0,0,35,22,0
2277.0,42,0,225193,11,9,6,12,0,1,0,0,0,40,22,0
2278.0,17,0,329783,8,6,3,5,2,1,1,0,0,10,22,0
2279.0,29,4,107411,10,15,3,2,4,1,1,0,0,70,22,0
2280.0,21,3,258490,14,10,3,2,4,1,1,0,0,20,22,0
2281.0,18,5,120243,5,7,3,6,3,1,0,0,0,27,22,0
2282.0,31,0,219509,11,9,6,7,0,1,0,0,0,40,31,1
2283.0,27,4,29174,7,13,3,2,1,1,1,0,0,40,22,0
2284.0,29,0,40083,13,16,3,2,4,1,0,0,0,40,30,0
2285.0,23,0,87528,7,13,3,5,4,1,1,0,0,45,22,0
2286.0,41,0,116379,0,14,6,2,0,4,0,0,0,55,9,1
2287.0,46,4,216214,7,13,6,2,0,1,0,0,0,35,22,1
2288.0,34,0,268051,14,10,6,1,2,3,1,0,0,25,33,0
2289.0,42,6,121718,11,9,6,12,0,1,0,0,0,24,22,0
2290.0,18,0,201901,11,9,3,14,3,1,1,0,1719,15,22,0
2291.0,46,0,109089,11,9,1,12,4,1,0,0,0,37,22,0
2292.0,18,5,346382,5,7,3,6,3,1,0,0,0,15,22,0
2293.0,52,0,284129,14,10,6,12,0,1,0,0,0,40,22,1
2294.0,56,0,143030,11,9,1,12,1,1,1,0,0,40,22,0
2295.0,21,0,212619,15,11,3,9,3,1,0,0,0,40,22,0
2296.0,22,6,199011,11,9,3,12,2,1,0,0,0,20,22,0
2297.0,31,0,118901,7,13,1,10,1,1,1,0,0,45,22,0
2298.0,41,6,129865,11,9,6,7,0,1,0,0,0,60,22,0
2299.0,25,0,157900,14,10,0,10,1,1,1,0,0,40,22,0
2300.0,43,6,349341,7,13,1,4,4,1,0,0,0,60,22,0
2301.0,45,0,158685,11,9,0,5,4,1,1,0,0,40,22,0
2302.0,26,0,386585,14,10,1,13,4,1,0,0,0,60,22,0
2303.0,90,0,52386,14,10,3,7,4,4,0,0,0,35,22,0
2304.0,45,0,246891,7,13,6,5,0,1,0,0,1902,40,22,1
2305.0,30,0,190385,7,13,6,7,5,1,1,0,0,40,22,1
2306.0,42,0,37869,14,10,6,12,0,1,0,0,0,40,22,0
2307.0,20,0,217807,14,10,3,14,3,1,0,0,0,35,22,0
2308.0,53,0,149784,7,13,6,2,0,1,0,7688,0,40,22,1
2309.0,64,3,201293,11,9,2,10,4,1,1,0,0,38,22,0
2310.0,56,0,128764,6,4,2,0,4,1,0,0,0,20,22,0
2311.0,42,0,27444,14,10,4,2,4,1,0,0,0,40,22,1
2312.0,26,0,62438,7,13,6,5,5,1,1,0,0,40,22,1
2313.0,31,4,151726,12,12,3,10,3,0,1,0,0,40,22,0
2314.0,40,0,29841,7,13,6,10,5,1,1,0,0,40,22,0
2315.0,58,0,131608,14,10,2,12,4,1,0,0,0,40,22,0
2316.0,41,0,110562,7,13,6,4,0,1,0,0,0,40,22,0
2317.0,58,7,190541,11,9,3,5,4,1,0,0,0,47,22,0
2318.0,62,3,33142,0,14,6,2,0,1,0,0,0,60,22,1
2319.0,65,7,139272,7,13,6,5,0,1,0,99999,0,60,22,1
2320.0,40,0,234633,14,10,3,12,4,1,0,0,0,40,22,0
2321.0,45,4,238386,14,10,6,1,0,1,0,0,0,40,22,1
2322.0,22,0,460835,11,9,3,12,3,1,0,0,0,55,22,0
2323.0,23,5,243190,14,10,3,6,3,4,0,0,0,20,36,0
2324.0,63,8,97855,0,14,6,4,0,1,0,0,0,50,22,1
2325.0,39,0,77146,7,13,6,4,0,1,0,0,1887,50,22,1
2326.0,37,0,200863,14,10,2,12,1,1,0,0,0,40,22,0
2327.0,25,5,41107,7,13,4,6,4,1,0,0,0,40,30,0
2328.0,56,0,77415,5,7,6,8,0,1,0,0,0,50,22,0
2329.0,32,0,236770,14,10,1,5,4,1,0,0,0,50,22,0
2330.0,53,8,173093,14,10,6,4,5,4,1,0,1887,40,20,1
2331.0,32,0,235124,15,11,1,2,4,1,0,0,0,40,22,0
2332.0,23,6,282604,5,7,6,0,0,1,0,7688,0,60,22,1
2333.0,35,0,199288,5,7,0,0,4,1,0,0,0,90,22,0
2334.0,51,0,191659,14,10,6,4,0,1,0,0,1887,65,22,1
2335.0,19,0,43285,14,10,3,10,3,1,1,0,0,20,22,0
2336.0,41,0,160837,5,7,4,9,4,1,0,0,0,40,2,0
2337.0,22,0,230574,8,6,3,0,3,1,0,0,0,25,22,0
2338.0,23,0,176178,11,9,3,13,3,1,1,0,0,40,22,0
2339.0,36,0,116358,0,14,6,4,0,4,0,0,0,40,9,1
2340.0,27,5,253873,14,10,1,6,4,1,1,0,0,25,22,0
2341.0,45,0,107787,15,11,6,12,0,1,0,0,0,40,30,0
2342.0,23,6,519627,11,9,3,8,4,1,0,0,0,25,31,0
2343.0,21,0,191460,5,7,3,7,1,3,1,0,0,40,22,0
2344.0,44,0,198282,0,14,6,4,0,1,0,15024,0,40,22,1
2345.0,29,0,214858,7,13,6,5,0,1,0,0,0,40,22,1
2346.0,36,6,64875,15,11,6,13,0,1,0,0,0,60,22,0
2347.0,18,0,675421,4,5,3,14,3,1,0,594,0,40,22,0
2348.0,62,6,134768,9,8,6,12,0,1,0,0,0,40,22,1
2349.0,25,8,207342,14,10,3,4,4,3,0,0,0,40,22,0
2350.0,34,0,64830,12,12,1,4,4,1,1,0,0,45,22,0
2351.0,31,0,220066,7,13,3,4,4,1,1,14344,0,50,22,1
2352.0,37,0,82521,7,13,6,4,0,1,0,15024,0,40,22,1
2353.0,33,0,176711,7,13,6,8,0,1,0,0,0,40,3,0
2354.0,22,5,217421,14,10,3,6,3,1,1,0,0,30,22,0
2355.0,28,0,111900,12,12,6,5,0,1,0,0,0,30,22,0
2356.0,22,5,196943,14,10,0,6,3,1,0,0,0,25,22,0
2357.0,47,0,481987,11,9,6,7,0,1,0,0,0,40,22,1
2358.0,67,5,184506,5,7,6,6,0,1,0,0,419,3,22,0
2359.0,20,5,121313,8,6,3,6,3,1,0,0,0,40,22,0
2360.0,34,0,158420,7,13,6,4,0,1,0,0,0,70,22,0
2361.0,26,0,256000,10,15,6,2,0,1,0,99999,0,60,22,1
2362.0,36,0,183892,14,10,6,12,0,1,0,7298,0,44,22,1
2363.0,28,0,42734,11,9,3,14,3,1,0,0,0,40,22,0
2364.0,22,0,181773,11,9,3,0,3,3,0,0,0,40,22,0
2365.0,47,0,184945,14,10,0,7,4,3,1,0,0,35,22,0
2366.0,33,0,107248,15,11,3,10,4,1,0,0,0,45,22,0
2367.0,34,7,215382,0,14,0,2,4,1,1,4787,0,40,22,1
2368.0,25,0,122999,11,9,3,12,3,1,0,0,0,40,22,0
2369.0,37,0,758700,4,5,6,14,0,1,0,3781,0,50,31,0
2370.0,36,3,166606,11,9,6,1,0,1,0,0,0,40,22,0
2371.0,61,4,192060,7,13,0,2,4,1,0,0,0,30,39,0
2372.0,74,5,340939,4,5,6,6,0,1,0,3471,0,40,22,0
2373.0,57,0,205708,14,10,6,12,0,1,0,0,0,40,26,0
2374.0,55,0,67450,13,16,3,2,4,1,0,0,0,40,3,0
2375.0,20,0,242077,11,9,1,5,4,3,1,0,0,40,22,0
2376.0,43,0,129573,11,9,3,5,4,3,1,0,0,44,22,0
2377.0,54,0,181132,11,9,6,9,0,1,0,0,0,40,3,1
2378.0,25,0,212302,14,10,0,10,1,1,1,0,0,40,22,0
2379.0,42,0,83411,14,10,1,4,4,1,0,0,1408,40,22,0
2380.0,23,5,148751,14,10,3,6,4,1,1,0,0,35,22,0
2381.0,17,0,317681,5,7,3,12,3,1,0,0,0,10,22,0
2382.0,39,5,103986,11,9,3,6,4,1,0,0,1590,40,22,0
2383.0,63,0,30602,6,4,4,7,1,0,1,0,0,40,22,0
2384.0,19,0,172893,14,10,3,4,3,1,1,0,0,30,22,0
2385.0,56,7,211804,7,13,6,5,0,1,0,15024,0,50,22,1
2386.0,33,6,312055,7,13,6,5,0,1,0,0,0,45,22,1
2387.0,37,0,65390,7,13,6,8,0,1,0,0,0,50,22,0
2388.0,27,0,200500,6,4,6,0,0,1,0,0,0,45,22,0
2389.0,36,4,241962,7,13,6,10,0,1,0,0,0,40,22,0
2390.0,30,7,78530,11,9,6,4,0,1,0,0,0,65,30,1
2391.0,22,0,189950,7,13,3,2,4,1,0,0,0,55,22,0
2392.0,35,0,111387,14,10,6,14,0,1,0,0,1579,40,22,0
2393.0,20,0,241951,11,9,3,14,4,1,0,0,0,45,22,0
2394.0,18,0,343059,14,10,3,5,3,1,1,0,0,40,22,0
2395.0,25,0,302465,9,8,3,9,4,1,0,0,1741,40,22,0
2396.0,53,0,156843,0,14,3,2,4,1,1,0,1564,54,22,1
2397.0,21,5,79728,14,10,3,6,3,1,1,0,0,40,22,0
2398.0,19,0,55284,11,9,3,5,3,1,1,0,0,35,22,0
2399.0,34,0,509364,11,9,1,9,4,1,0,0,0,30,22,0
2400.0,32,3,117927,14,10,3,10,4,3,1,0,0,40,22,0
2401.0,20,0,137651,14,10,3,9,3,0,0,0,0,40,22,0
2402.0,70,0,131060,6,4,6,7,0,1,0,0,0,25,22,0
2403.0,57,0,346963,7,13,6,4,0,1,0,0,0,40,22,1
2404.0,54,0,183611,14,10,6,5,0,1,0,3137,0,50,22,0
2405.0,34,0,134737,15,11,6,9,0,1,0,0,0,40,22,0
2406.0,48,0,36503,14,10,6,4,0,1,0,0,0,40,22,1
2407.0,42,0,250121,5,7,6,7,5,1,1,0,0,40,22,0
2408.0,45,0,330535,11,9,3,10,4,1,0,3325,0,40,22,0
2409.0,27,0,387776,14,10,3,7,3,1,0,0,0,40,22,0
2410.0,51,0,41474,8,6,6,7,0,1,0,0,0,40,31,0
2411.0,36,4,318972,14,10,1,10,1,1,1,0,0,65,22,0
2412.0,33,0,86143,14,10,3,4,3,4,0,0,0,40,20,0
2413.0,50,0,181139,14,10,3,8,4,1,0,0,0,40,22,0
2414.0,44,0,326232,7,13,1,4,1,1,0,0,2547,50,22,1
2415.0,39,4,153976,0,14,6,2,0,1,0,0,0,40,22,1
2416.0,55,6,59469,4,5,6,8,0,1,0,0,0,25,22,0
2417.0,24,0,127139,14,10,3,10,3,1,1,0,0,40,22,0
2418.0,35,0,136343,11,9,3,5,4,1,0,0,0,40,22,0
2419.0,32,6,350624,9,8,6,12,0,1,0,0,0,40,22,0
2420.0,66,5,177351,7,13,6,6,0,1,0,0,2174,40,22,1
2421.0,68,0,166149,11,9,2,10,4,1,1,0,2206,30,22,0
2422.0,29,0,121523,5,7,6,0,0,1,0,0,0,60,22,0
2423.0,24,6,267396,7,13,3,5,4,1,0,0,0,40,22,0
2424.0,61,0,83045,4,5,6,9,0,1,0,0,0,40,22,0
2425.0,34,0,160449,11,9,6,9,0,1,0,0,0,44,22,1
2426.0,55,7,124137,10,15,6,2,0,1,0,0,2415,35,18,1
2427.0,20,5,287681,14,10,3,6,3,1,0,0,0,36,22,0
2428.0,41,0,154194,11,9,3,5,3,1,1,0,0,40,22,0
2429.0,36,6,295127,11,9,6,8,0,1,0,0,0,84,22,0
2430.0,60,0,240521,11,9,6,12,0,1,0,7298,0,40,22,1
2431.0,61,6,244087,11,9,6,12,0,1,0,0,0,52,22,1
2432.0,35,0,356250,10,15,6,5,0,4,0,0,0,35,36,0
2433.0,42,3,293791,7,13,6,4,0,1,0,0,0,50,22,1
2434.0,26,0,44308,7,13,3,13,4,1,0,0,0,40,22,0
2435.0,44,4,210527,14,10,3,7,1,3,1,0,0,40,22,0
2436.0,31,3,151763,0,14,3,10,4,1,0,0,0,25,22,0
2437.0,39,3,267581,11,9,3,7,4,3,0,0,0,40,22,0
2438.0,20,0,100188,14,10,3,13,3,1,1,0,0,24,22,0
2439.0,32,7,111746,14,10,6,12,0,1,0,0,0,40,22,0
2440.0,32,6,171091,11,9,6,5,0,1,0,0,0,40,22,0
2441.0,61,0,355645,4,5,6,9,0,3,0,0,0,20,16,0
2442.0,54,4,137678,14,10,1,10,1,1,1,0,0,40,22,0
2443.0,23,0,70894,12,12,3,12,2,1,0,0,0,40,22,0
2444.0,19,0,171306,11,9,3,5,3,1,0,0,0,3,22,0
2445.0,31,0,100997,14,10,6,2,0,0,0,0,0,40,22,0
2446.0,35,0,63921,2,3,6,14,0,1,0,0,0,40,31,0
2447.0,29,0,32897,11,9,1,7,4,1,1,0,0,25,22,0
2448.0,29,4,251854,11,9,3,1,4,3,1,0,0,40,22,0
2449.0,25,0,345121,8,6,0,7,3,1,1,0,0,25,22,0
2450.0,46,0,86220,7,13,1,5,4,1,1,0,0,40,22,0
2451.0,35,0,172845,15,11,3,7,1,1,1,0,0,30,22,0
2452.0,20,0,171398,8,6,3,5,4,2,0,0,0,40,22,0
2453.0,24,6,174391,11,9,6,10,5,1,1,0,0,40,22,0
2454.0,48,0,207058,11,9,1,10,1,1,1,0,0,37,22,0
2455.0,37,0,291251,11,9,1,9,4,1,1,0,0,40,22,0
2456.0,60,6,224377,11,9,6,5,0,1,0,0,0,40,22,0
2457.0,39,0,105813,11,9,6,12,0,1,0,0,0,40,22,0
2458.0,29,4,180916,14,10,0,10,1,1,1,0,0,38,22,0
2459.0,31,6,122749,15,11,1,12,3,1,0,0,0,20,22,0
2460.0,38,0,31069,15,11,6,12,0,1,0,4386,0,40,22,1
2461.0,26,6,284343,12,12,3,12,4,1,0,0,0,40,22,0
2462.0,64,0,319371,7,13,6,4,0,1,0,15024,0,40,22,1
2463.0,46,0,174224,15,11,1,1,4,3,0,0,0,40,22,0
2464.0,69,5,183958,11,9,6,6,0,1,0,0,0,8,22,0
2465.0,39,0,127772,11,9,6,5,0,1,0,3103,0,44,22,1
2466.0,48,0,80651,11,9,1,9,4,1,1,0,0,55,22,0
2467.0,46,0,62793,11,9,1,5,2,1,1,0,0,40,22,0
2468.0,42,0,191712,7,13,1,5,4,1,0,0,1590,40,22,0
